accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
231075413,1,1,2,1,22,5,3,0,0,2,0,0,9,-1,-1,-1
131111359,2,1,1,1,52,8,2,0,0,0,0,0,1,1,6,E01011005
10309313,1,1,3,2,27,6,3,5,3,0,0,0,0,1,1,E01002099
061038649,1,1,2,2,42,7,3,0,0,1,0,0,9,1,4,E01006002
131125936,2,1,1,1,54,8,3,0,0,0,0,0,1,1,4,E01010791
201116031,1,1,1,2,26,6,3,0,0,0,0,0,9,1,1,E01009062
201116031,2,2,1,2,23,5,3,0,0,0,0,0,9,1,6,E01010174
052102755,2,1,1,2,51,8,3,0,0,0,0,0,1,1,1,E01006961
141055160,1,1,1,2,65,9,3,0,0,0,0,0,9,1,3,E01008004
201031439,1,1,3,2,35,6,3,9,5,0,0,0,0,1,1,E01032531
10297871,1,1,1,-1,26,6,3,0,0,0,0,0,3,1,8,E01004103
10324597,2,1,1,2,23,5,3,0,0,0,0,0,1,1,2,E01002709
131083313,2,1,1,1,78,11,3,0,0,0,0,0,9,1,3,E01010629
320378344,2,1,1,1,34,6,3,0,0,0,0,0,1,3,8,E01026313
10296871,1,1,1,1,25,5,3,0,0,0,0,0,3,1,4,E01000323
332100240,1,1,1,1,21,5,2,0,0,0,0,0,3,1,2,E01013694
361148371,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1,-1
10327392,1,1,1,1,28,6,2,0,0,0,0,0,3,1,2,E01001010
170M11361,1,1,3,2,17,4,3,5,1,0,0,0,0,1,1,E01012094
170M11361,1,2,3,2,9,2,3,5,1,0,0,0,0,1,1,E01012094
10333081,2,1,1,1,29,6,3,0,0,0,0,0,4,1,4,E01001007
061116320,2,1,2,1,39,7,3,0,0,2,0,0,9,1,1,E01025287
061116320,3,2,1,2,30,6,3,0,0,0,0,0,9,1,10,E01006372
131067029,1,1,1,1,55,8,3,0,0,0,0,0,90,1,1,E01011671
061057551,1,1,1,1,30,6,2,0,0,0,0,0,3,1,1,E01010833
10304762,1,1,1,1,54,8,3,0,0,0,0,0,1,1,9,E01004097
10330653,1,1,2,2,36,7,3,0,0,0,4,0,11,1,2,E01017139
10330653,1,2,2,2,33,6,3,0,0,0,4,0,11,1,2,E01017186
10330653,1,3,2,2,1,1,3,0,0,0,4,0,11,1,6,E01002662
10331921,1,1,1,1,19,4,3,0,0,0,0,0,3,1,8,E01003446
332100977,1,1,1,2,60,9,3,0,0,0,0,0,9,1,5,E01025965
332100977,2,2,1,1,30,6,3,0,0,0,0,0,9,1,3,E01025703
31D011621,1,1,1,1,48,8,3,0,0,0,0,0,9,1,6,E01013672
101066466,2,1,1,1,41,7,3,0,0,0,0,0,1,1,10,E01008550
320723859,1,1,2,2,20,4,2,0,0,1,0,0,9,1,6,E01003033
320723859,1,2,2,2,18,4,2,0,0,2,0,0,9,3,8,E01023235
542451121,1,1,1,1,33,6,3,0,0,0,0,0,9,1,6,E01032114
542451121,2,2,1,2,22,5,3,0,0,0,0,0,9,1,10,E01014866
10329026,2,1,1,1,19,4,3,0,0,0,0,0,1,1,8,E01002207
141065823,1,1,1,1,57,9,3,0,0,0,0,0,98,1,5,E01019532
31D076921,1,1,2,1,46,8,3,0,0,2,0,0,10,1,9,E01028196
131073724,2,1,1,1,27,6,3,0,0,0,0,0,1,1,3,E01011478
10291102,1,1,3,1,54,8,2,5,4,0,0,0,0,1,9,E01001606
138380164,1,1,3,1,65,9,2,9,9,0,0,0,0,1,1,E01010713
122101500,1,1,1,1,49,8,3,0,0,0,0,0,9,3,8,E01027695
161068230,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2,E01012871
161068230,2,2,2,2,43,7,3,0,0,1,0,0,9,1,1,E01012875
161068230,2,3,1,1,20,4,3,0,0,0,0,0,9,1,1,E01012875
111137299,1,1,1,2,19,4,3,0,0,0,0,0,9,2,4,E01020900
111137299,1,3,2,1,18,4,3,0,0,1,0,0,9,1,2,E01012342
111137299,2,2,1,1,23,5,3,0,0,0,0,0,9,2,3,E01020877
60Z173562,1,1,1,2,40,7,3,0,0,0,0,0,9,-1,-1,-1
546183721,1,1,2,2,35,6,3,0,0,1,0,0,9,1,2,E01015537
63C071721,1,1,1,2,19,4,3,0,0,2,0,0,9,-1,-1,-1
63C071721,1,2,2,2,19,4,3,0,0,2,1,0,9,-1,-1,-1
10328968,1,1,1,1,24,5,3,0,0,0,0,0,9,1,4,E01000534
63D029821,1,1,1,1,51,8,2,0,0,0,0,0,5,2,8,E01014444
10323283,1,1,1,1,25,5,3,0,0,0,0,0,9,1,2,E01002810
31B043321,1,1,1,1,59,9,2,0,0,0,0,0,1,1,7,E01028013
231113605,2,1,1,2,33,6,3,0,0,0,0,0,9,1,3,E01031065
320235454,1,1,3,1,66,10,3,8,8,0,0,0,0,2,9,E01026355
141076760,2,1,1,1,47,8,3,0,0,0,0,0,5,1,8,E01007362
141121888,1,1,3,1,50,8,3,5,1,0,0,0,0,-1,-1,-1
991045558,1,1,2,2,33,6,3,0,0,1,0,0,9,3,5,-1
991045558,1,2,1,2,29,6,2,0,0,0,0,0,9,3,8,-1
10300756,2,1,1,1,27,6,3,0,0,0,0,0,2,1,5,E01004482
122100243,1,1,1,1,53,8,3,0,0,0,0,0,1,1,10,E01033479
221071860,2,1,1,1,47,8,3,0,0,0,0,0,1,1,9,E01032261
31B095221,1,1,1,1,24,5,2,0,0,0,0,0,9,2,8,E01028303
070241784,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2,E01012413
302100666,1,1,3,1,11,3,3,5,1,0,0,0,0,1,3,E01019400
520103856,2,1,1,1,24,5,3,0,0,0,0,0,9,1,1,E01006435
10323408,1,1,3,2,62,9,2,6,9,0,0,0,0,1,2,E01004289
10306328,2,1,1,1,69,10,3,0,0,0,0,0,9,-1,-1,-1
111057944,2,1,1,1,19,4,2,0,0,0,0,0,1,1,8,E01019330
10311041,1,1,1,2,48,8,3,0,0,0,0,0,9,1,8,E01002265
201131578,1,1,1,1,34,6,3,0,0,0,0,0,9,1,2,E01009833
10299129,2,1,1,1,36,7,3,0,0,0,0,0,1,1,2,E01004197
10294991,2,1,1,1,35,6,3,0,0,0,0,0,1,1,3,E01004489
201095019,1,1,3,2,48,8,3,6,9,0,0,2,0,1,1,E01009889
522105422,1,1,1,2,25,5,3,0,0,0,0,0,2,1,1,E01033367
131084489,1,1,1,1,22,5,3,0,0,0,0,0,5,1,2,E01011900
351092913,2,1,1,1,22,5,2,0,0,0,0,0,4,2,5,E01018102
061101405,1,1,1,2,25,5,3,0,0,0,0,0,9,1,4,E01005971
061101405,2,2,1,1,33,6,3,0,0,0,0,0,9,1,2,E01005981
221044465,2,1,1,1,42,7,3,0,0,0,0,0,1,3,-1,-1
070694996,1,1,1,1,29,6,3,0,0,0,0,0,9,1,8,E01018616
070310147,1,1,1,1,21,5,2,0,0,0,0,0,5,1,6,E01018736
522200868,1,1,1,1,64,9,2,0,0,0,0,0,5,1,7,E01014561
54A872321,1,1,1,2,20,4,3,0,0,0,0,0,9,3,8,E01016801
131045598,1,1,1,2,62,9,3,0,0,0,0,0,9,1,3,E01011806
201094402,2,1,1,1,47,8,3,0,0,0,0,0,9,1,2,E01009340
201094402,2,2,2,2,8,2,3,0,0,2,0,0,9,1,2,E01009340
201094402,2,3,2,2,30,6,3,0,0,1,0,0,9,1,2,E01009340
201094402,2,4,2,1,8,2,3,0,0,2,0,0,9,1,2,E01009340
061113453,1,1,3,1,52,8,3,5,3,0,0,0,0,-1,-1,-1
101106170,1,1,2,2,57,9,2,0,0,2,0,0,8,1,7,E01008721
101106170,1,2,2,1,58,9,3,0,0,2,0,0,8,1,7,E01008721
131111193,1,1,1,2,54,8,3,0,0,0,0,0,9,1,9,E01011566
131056854,2,1,2,2,53,8,2,0,0,1,0,0,9,1,1,E01010925
63D049121,1,1,1,1,49,8,3,0,0,-1,0,0,5,-1,-1,-1
10309611,2,1,1,1,23,5,3,0,0,0,0,0,9,1,2,E01033599
141119487,2,1,1,1,32,6,3,0,0,0,0,0,1,-1,-1,-1
522101560,1,1,1,2,34,6,3,0,0,0,0,0,1,1,3,E01014681
10290875,1,1,1,1,20,4,3,0,0,0,0,0,9,1,3,E01001324
10290875,2,2,1,1,20,4,3,0,0,0,0,0,3,1,4,E01001230
34WNC0791,1,1,3,2,26,6,3,5,3,0,0,0,0,-1,-1,-1
991044217,2,1,1,1,23,5,3,0,0,0,0,0,9,1,3,-1
991044217,2,2,2,2,22,5,3,0,0,1,0,0,9,1,3,-1
201149065,1,1,3,2,3,1,1,10,9,0,0,0,0,1,1,E01033643
552100741,1,1,2,2,21,5,3,0,0,2,0,0,9,1,5,W01001187
131063858,1,1,1,2,19,4,3,0,0,0,0,0,9,1,10,E01011132
211068671,1,1,1,1,75,10,3,0,0,0,0,0,9,-1,-1,-1
211068671,1,2,2,2,69,10,3,0,0,-1,0,0,9,-1,-1,-1
10313827,2,1,1,1,23,5,3,0,0,0,0,0,2,1,4,E01000472
10328913,2,1,2,2,8,2,3,0,0,2,0,0,9,1,10,E01003825
10328913,2,2,2,2,11,3,3,0,0,2,0,0,9,1,10,E01003825
302102035,1,1,1,1,-1,-1,2,0,0,0,0,0,5,3,6,E01019815
141039351,2,1,1,1,15,3,2,0,0,0,0,0,1,1,7,E01007754
10296721,1,1,1,1,20,4,3,0,0,0,0,0,2,1,3,E01002130
10333521,1,1,1,1,40,7,3,0,0,0,0,0,1,1,3,E01001831
10320173,1,1,3,1,10,2,3,5,3,0,0,0,0,1,1,E01000868
320731086,1,2,1,1,39,7,3,0,0,0,0,0,9,3,10,E01032990
320731086,2,1,1,1,64,9,3,0,0,0,0,0,9,3,9,E01026182
320136793,1,1,3,1,18,4,2,8,7,0,0,0,0,1,6,E01026088
522105006,1,1,1,1,34,6,3,0,0,0,0,0,1,1,10,E01014987
10293695,1,1,1,1,18,4,3,0,0,0,0,0,3,1,5,E01002219
10296601,1,1,1,1,21,5,3,0,0,0,0,0,3,2,8,E01021574
201067421,1,1,3,2,33,6,3,4,1,0,0,2,0,1,2,E01009266
34WNC5271,2,1,2,1,27,6,3,0,0,0,0,0,19,-1,-1,-1
351063697,2,1,1,1,40,7,3,0,0,0,0,0,9,1,8,E01015645
351063697,2,2,2,1,-1,-1,3,0,0,-1,0,0,9,-1,-1,-1
552100591,2,1,1,2,21,5,3,0,0,0,0,0,9,3,7,E01020465
10318998,2,1,1,1,31,6,2,0,0,0,0,0,3,-1,-1,-1
201145418,2,1,1,1,49,8,3,0,0,0,0,0,1,1,4,E01009715
622100731,1,1,1,1,20,4,3,0,0,0,0,0,4,-1,-1,-1
10288485,2,1,1,1,33,6,3,0,0,0,0,0,4,1,7,E01004500
10329340,2,1,1,2,26,6,2,0,0,0,0,0,9,-1,-1,-1
10329340,2,2,2,2,9,2,3,0,0,1,0,0,9,1,4,E01000307
061051345,1,1,3,2,77,11,2,10,9,0,0,2,0,1,4,E01005690
10300593,1,1,1,2,30,6,3,0,0,0,0,0,19,1,5,E01021575
10300593,2,2,2,2,9,2,3,0,0,2,0,0,9,1,1,E01002880
401095507,1,1,3,2,39,7,3,6,9,0,0,0,0,1,7,E01017575
10319026,1,1,1,1,23,5,2,0,0,0,0,0,9,3,5,E01021551
531011680,1,1,3,2,59,9,2,5,9,0,0,0,0,2,8,E01022463
320583272,1,1,2,2,49,8,3,0,0,1,0,0,9,1,5,E01026133
211077734,1,1,1,1,31,6,3,0,0,0,0,0,19,-1,-1,-1
211077734,2,2,1,1,39,7,3,0,0,0,0,0,9,1,4,E01029501
211077734,2,3,2,2,-1,-1,3,0,0,1,0,0,9,1,3,E01009105
211077734,2,4,2,1,30,6,3,0,0,2,0,0,9,1,9,E01009830
211077734,2,5,2,1,-1,-1,3,0,0,2,0,0,9,1,6,E01032591
211077734,2,6,2,1,-1,-1,3,0,0,2,0,0,9,1,1,E01010238
201034648,1,1,1,1,17,4,3,0,0,0,0,0,9,1,8,E01009722
201034648,2,2,1,2,25,5,3,0,0,0,0,0,9,1,7,E01009858
10287755,2,1,1,2,25,5,3,0,0,0,0,0,9,1,9,E01000884
60Z075643,1,1,1,1,54,8,2,0,0,0,0,0,5,-1,-1,-1
131065864,2,1,1,1,22,5,3,0,0,0,0,0,9,1,3,E01033542
401092703,1,1,1,2,37,7,2,0,0,0,0,0,9,1,6,E01023545
131038582,1,1,1,1,12,3,3,0,0,0,0,0,90,1,1,E01011663
10329961,1,1,1,2,52,8,3,0,0,0,0,0,9,1,9,E01021479
10304821,1,1,1,1,-1,-1,3,0,0,0,0,0,1,1,2,E01003093
610008121,1,1,3,1,22,5,3,10,9,0,0,0,0,-1,-1,-1
10305400,1,1,1,1,41,7,3,0,0,0,0,0,9,1,7,E01002654
10305400,1,2,3,2,20,4,3,10,9,0,0,0,0,1,9,E01003810
061053638,1,1,3,1,13,3,3,10,9,0,0,0,0,1,1,E01005433
231054754,2,1,1,2,41,7,3,0,0,0,0,0,9,1,7,E01031091
101069462,2,1,1,1,60,9,3,0,0,0,0,0,19,1,7,E01008518
371114416,2,1,1,1,18,4,3,0,0,0,0,0,1,1,1,E01033131
332100302,1,1,3,1,61,9,1,5,1,0,0,0,0,1,5,E01031163
991018608,2,1,1,1,50,8,3,0,0,0,0,0,1,3,8,-1
061130521,1,1,1,2,45,7,3,0,0,0,0,0,9,1,9,E01006381
320545435,1,1,2,2,74,10,3,0,0,1,0,0,9,3,9,E01026196
141127744,2,1,1,1,42,7,2,0,0,0,0,0,9,1,4,E01007761
141127744,2,2,2,1,45,7,3,0,0,1,0,0,9,1,5,E01032927
31B060521,1,1,1,2,87,11,2,0,0,0,0,0,9,1,2,E01028313
31B060521,2,2,1,2,73,10,2,0,0,0,0,0,9,3,4,E01028041
320281451,1,1,1,1,31,6,2,0,0,0,0,0,9,2,5,E01026190
201072704,1,1,1,1,81,11,3,0,0,0,0,0,9,1,3,E01009775
201072704,1,2,2,2,78,11,3,0,0,1,0,0,9,1,3,E01009775
991016431,1,1,1,1,79,11,2,0,0,0,0,0,22,1,8,-1
361109682,1,1,1,1,28,6,3,0,0,0,0,0,9,3,5,E01026496
522102348,2,1,1,1,40,7,3,0,0,0,0,0,1,1,1,E01033358
351108146,2,1,1,2,30,6,2,0,0,0,0,0,1,1,8,E01017956
10320090,1,1,3,2,6,2,3,9,9,0,0,0,0,1,3,E01004336
111059180,1,1,1,1,30,6,3,0,0,0,0,0,3,-1,-1,-1
141114837,1,1,3,2,11,3,2,5,1,0,0,0,0,1,2,E01007759
622100159,1,1,3,1,89,11,3,9,5,0,0,0,0,1,10,W01001769
547585821,2,1,1,1,26,6,2,0,0,0,0,0,5,3,8,E01032033
520104592,2,1,1,1,20,4,3,0,0,0,0,0,3,-1,-1,-1
10298860,1,1,1,1,32,6,3,0,0,0,0,0,1,1,3,E01003104
10305851,1,1,3,2,22,5,3,5,1,0,0,0,0,1,3,E01001177
10325889,2,1,1,2,22,5,3,0,0,0,0,0,9,1,5,E01003233
361075097,2,1,1,2,28,6,2,0,0,0,0,0,1,3,6,E01026547
10316652,1,1,1,2,24,5,2,0,0,0,0,0,3,1,2,E01003032
401116078,1,1,1,1,28,6,3,0,0,0,0,0,9,1,3,E01015783
10328010,1,1,1,1,42,7,2,0,0,0,0,0,1,1,2,E01004315
10305100,1,1,1,1,42,7,3,0,0,0,0,0,3,1,2,E01001550
34NNC5131,1,1,1,1,32,6,2,0,0,0,0,0,9,1,7,E01026978
34WNC1541,1,1,1,2,24,5,3,0,0,0,0,0,9,2,9,E01016324
311104809,2,1,1,1,21,5,3,0,0,0,0,0,9,1,9,E01030646
34NNC3591,1,1,2,2,42,7,3,0,0,1,0,0,9,1,1,E01027318
34NNC3591,2,2,2,1,33,6,3,0,0,1,0,0,9,1,1,E01027083
34NNC3591,2,3,2,1,10,2,3,0,0,2,0,0,9,1,1,E01027334
34NNC3591,2,4,2,1,6,2,3,0,0,2,0,0,9,1,1,E01027334
34NNC3591,2,5,1,2,29,6,3,0,0,0,0,0,9,1,1,E01027083
121091849,1,1,1,1,20,4,2,0,0,0,0,0,9,1,4,E01008832
052102932,1,1,1,1,37,7,3,0,0,0,0,0,1,1,1,E01007290
522102436,2,1,1,2,49,8,3,0,0,0,0,0,1,1,5,E01014524
231031362,1,1,1,1,19,4,3,0,0,0,0,0,9,3,6,E01010167
10332332,1,1,1,1,20,4,3,0,0,0,0,0,3,1,5,E01003142
10318112,2,1,1,1,32,6,2,0,0,0,0,0,3,1,4,E01004419
351125655,1,1,1,2,83,11,3,0,0,0,0,0,9,1,5,E01018067
10301463,2,1,1,1,22,5,3,0,0,0,0,0,3,1,6,E01003393
10325448,1,1,3,2,62,9,3,6,9,0,0,0,0,1,9,E01004595
320506346,1,1,1,1,17,4,3,0,0,0,0,0,9,1,8,E01028288
10301538,1,1,1,2,25,5,3,0,0,0,0,0,9,1,4,E01000676
10301538,2,2,1,1,14,3,3,0,0,0,0,0,3,1,9,E01000452
332100199,1,1,1,2,39,7,3,0,0,0,0,0,9,1,1,E01013691
332100199,1,2,2,1,8,2,3,0,0,1,0,0,9,1,1,E01013691
10316475,1,1,2,1,56,9,2,0,0,1,0,0,9,1,3,E01003439
547760221,1,1,1,1,21,5,3,0,0,0,0,0,9,1,7,E01014635
547760221,2,2,1,1,50,8,3,0,0,0,0,0,9,1,2,E01031928
401057762,4,1,1,2,38,7,2,0,0,0,0,0,9,2,9,E01017495
401057762,4,2,2,2,2,1,2,0,0,2,0,0,9,2,9,E01017495
201080403,1,1,1,1,48,8,3,0,0,0,0,0,9,1,4,E01010254
201080403,2,2,1,2,50,8,3,0,0,0,0,0,9,1,4,E01010303
10325643,1,1,1,1,71,10,3,0,0,0,0,0,1,1,3,E01002757
10327415,1,1,1,1,88,11,2,0,0,0,0,0,9,1,7,E01002965
131110815,2,1,1,1,26,6,3,0,0,0,0,0,1,1,1,E01010635
122100969,1,1,1,1,22,5,2,0,0,0,0,0,9,1,7,E01012993
06A079214,2,1,1,1,20,4,3,0,0,0,0,0,1,1,1,E01005196
10310160,1,1,3,1,24,5,2,5,3,0,0,0,0,1,3,E01004313
361093889,1,1,1,1,52,8,2,0,0,0,0,0,9,3,4,E01026733
361093889,1,2,2,2,13,3,3,0,0,1,0,0,9,3,4,E01026733
320382446,1,1,1,1,52,8,2,0,0,0,0,0,9,1,7,E01026014
552100337,1,1,2,2,25,5,3,0,0,1,0,0,9,-1,-1,-1
070639896,2,1,1,2,30,6,3,0,0,0,0,0,9,1,8,E01012556
141082149,1,1,1,1,41,7,3,0,0,0,0,0,5,1,2,E01005887
141082149,2,2,1,1,43,7,2,0,0,0,0,0,5,1,2,E01006322
361135901,1,1,1,2,64,9,3,0,0,0,0,0,9,3,4,E01026636
10329149,1,1,1,1,55,8,3,0,0,0,0,0,9,1,2,E01004364
10329149,2,2,1,1,61,9,3,0,0,0,0,0,9,1,2,E01001746
60Z155698,1,1,2,2,52,8,3,0,0,1,0,0,9,-1,-1,-1
10324409,2,1,1,1,64,9,3,0,0,0,0,0,1,1,7,E01004153
544378821,2,1,1,1,44,7,3,0,0,0,0,0,1,2,5,E01032048
552100272,1,1,1,1,17,4,3,0,0,0,0,0,4,1,8,E01020425
231058265,2,1,1,1,70,10,1,0,0,0,0,0,1,1,6,E01031049
34NNC3131,2,1,1,1,37,7,3,0,0,0,0,0,1,-1,-1,-1
061038695,1,1,3,1,10,2,2,5,3,0,0,0,0,1,1,E01032921
320448819,2,1,1,2,38,7,3,0,0,0,0,0,1,1,4,E01026230
332100813,1,1,1,2,58,9,3,0,0,0,0,0,9,3,10,E01025944
10332807,2,1,1,2,22,5,3,0,0,0,0,0,90,1,3,E01002560
320584970,1,1,1,1,56,9,3,0,0,0,0,0,5,3,5,E01026221
131045777,1,1,2,2,21,5,3,0,0,1,0,0,9,1,1,E01011133
10289785,1,1,3,1,27,6,3,1,3,0,0,0,0,1,6,E01004588
320401084,2,1,1,2,35,6,3,0,0,0,0,0,9,2,7,E01026188
552100615,2,1,1,1,33,6,3,0,0,0,0,0,1,2,7,E01020491
622100106,2,2,1,2,22,5,3,0,0,0,0,0,9,2,6,W01000954
622100106,2,3,2,2,21,5,3,0,0,1,0,0,9,2,4,W01000893
221012298,2,1,1,1,-1,-1,3,0,0,0,0,0,9,2,7,E01031253
10290484,1,1,1,2,36,7,3,0,0,0,0,0,9,1,2,E01001692
10291292,1,1,1,1,59,9,3,0,0,0,0,0,9,1,3,E01000613
10291292,1,2,2,2,58,9,3,0,0,1,0,0,9,1,3,E01000613
10291292,2,3,1,1,52,8,3,0,0,0,0,0,9,1,1,E01000524
141021118,1,1,3,2,54,8,3,5,1,0,0,0,0,1,1,E01007645
201141744,2,1,1,2,27,6,3,0,0,0,0,0,9,1,1,E01010482
552200226,2,1,1,1,15,3,3,0,0,0,0,0,1,1,7,E01020365
351110648,2,1,1,2,35,6,3,0,0,0,0,0,9,1,6,E01018150
351110648,2,2,2,2,-1,-1,3,0,0,1,0,0,9,1,6,E01018150
10306241,1,1,3,2,58,9,3,1,1,0,0,0,0,1,2,E01001079
10298635,1,1,1,1,45,7,3,0,0,0,0,0,9,1,3,E01004397
141088125,1,1,3,1,16,4,2,5,1,0,0,0,0,-1,-1,-1
10328846,1,1,1,1,25,5,3,0,0,0,0,0,11,1,5,E01003756
10328846,1,2,2,2,52,8,3,0,0,0,4,0,11,1,2,E01033587
10328846,1,3,2,2,69,10,3,0,0,0,4,0,11,-1,-1,-1
10328846,1,4,2,2,40,7,3,0,0,0,4,0,11,1,3,E01003525
10328846,1,5,2,2,46,8,3,0,0,0,4,0,11,1,3,E01003526
10328846,1,6,2,2,50,8,3,0,0,0,4,0,11,1,2,E01003622
070773276,1,1,1,1,22,5,3,0,0,0,0,0,1,1,3,E01018326
552101171,2,1,1,1,17,4,3,0,0,0,0,0,3,1,5,E01020518
061090377,1,1,1,2,43,7,3,0,0,0,0,0,9,1,8,E01005555
10306004,1,1,1,2,58,9,3,0,0,0,0,0,9,1,3,E01000128
10295234,2,1,1,1,30,6,3,0,0,0,0,0,3,1,3,E01001941
131086495,1,1,3,1,0,1,2,5,1,0,0,2,0,1,1,E01011838
070662707,1,1,1,1,60,9,3,0,0,0,0,0,1,1,3,E01018347
34NNC3501,2,1,1,1,15,3,2,0,0,0,0,0,1,1,6,E01032964
302102130,1,1,2,-1,-1,-1,3,0,0,0,4,0,11,1,5,E01019456
31A015021,1,1,3,2,48,8,3,1,1,0,0,0,0,1,4,E01028228
161018070,1,1,1,1,81,11,2,0,0,0,0,0,9,1,10,E01013044
302100836,1,3,1,2,72,10,3,0,0,0,0,0,9,1,4,E01013555
302100836,2,1,1,1,51,8,3,0,0,0,0,0,8,1,5,E01013587
302100836,2,2,2,2,40,7,3,0,0,2,0,0,8,1,4,E01013555
141071620,2,1,1,2,45,7,3,0,0,0,0,0,1,1,10,E01007865
10315078,1,1,1,1,25,5,3,0,0,0,0,0,3,1,3,E01000806
201128854,1,2,2,1,19,4,3,0,0,1,0,0,9,1,2,E01009028
201128854,2,1,1,1,41,7,3,0,0,0,0,0,9,1,1,E01009013
320674366,1,2,1,2,25,5,3,0,0,0,0,0,9,2,8,E01026212
320674366,2,1,1,2,50,8,3,0,0,0,0,0,9,2,6,E01026251
10310577,1,1,1,1,40,7,3,0,0,0,0,0,9,1,6,E01001527
10301542,1,1,3,1,28,6,3,8,5,0,0,0,0,1,10,E01030434
221110914,1,1,3,2,11,3,3,5,3,0,0,0,0,1,6,E01032283
201139353,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1,-1
10298463,1,1,1,2,31,6,3,0,0,0,0,0,9,1,2,E01001785
131034532,2,1,1,1,39,7,3,0,0,0,0,0,9,1,9,E01011146
201133300,1,1,3,1,58,9,3,5,1,0,0,2,0,1,8,E01009425
231082287,2,1,1,1,46,8,3,0,0,0,0,0,1,1,10,E01009672
052102613,1,1,3,1,53,8,3,6,9,0,0,0,0,3,6,E01025495
061040430,1,1,1,1,41,7,3,0,0,0,0,0,9,1,2,E01005193
070454139,1,1,1,1,64,9,3,0,0,0,0,0,9,1,3,E01018435
401071060,1,1,1,1,43,7,2,0,0,0,0,0,9,1,6,E01015766
401071060,2,2,2,1,37,7,3,0,0,1,0,0,9,1,10,E01023412
401071060,2,3,2,1,4,1,3,0,0,2,0,0,9,1,10,E01023412
371125163,1,1,3,2,-1,-1,3,5,9,0,0,-1,0,-1,-1,-1
34WNC0841,2,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1,-1
141127515,1,1,3,2,41,7,3,1,1,0,0,0,0,2,7,E01033280
544735921,1,1,3,1,13,3,2,5,2,0,0,0,0,1,6,E01031844
061078321,1,1,1,1,28,6,3,0,0,0,0,0,9,1,1,E01005947
170M11291,1,1,3,1,16,4,2,4,1,0,0,0,0,-1,-1,-1
10322548,1,1,3,2,48,8,3,6,9,0,0,0,0,1,4,E01001376
101067833,1,1,2,2,58,9,3,0,0,2,0,0,8,1,5,E01008407
131050697,1,1,1,1,15,3,3,0,0,0,0,0,9,1,7,E01011571
10320129,1,1,3,1,55,8,3,5,3,0,0,0,0,1,4,E01003722
34WNC0191,1,1,3,2,47,8,3,6,8,0,0,0,0,-1,-1,-1
302101961,1,1,1,1,22,5,3,0,0,0,0,0,9,1,2,E01010528
201104454,1,1,1,1,18,4,3,0,0,0,0,0,1,1,8,E01010565
201080214,2,1,2,2,40,7,3,0,0,1,0,0,9,1,3,E01010070
201080214,2,2,2,2,8,2,3,0,0,2,0,0,9,1,3,E01010070
10316840,1,1,1,1,37,7,3,0,0,0,0,0,1,1,4,E01004234
320206709,1,1,1,1,81,11,3,0,0,0,0,0,9,1,3,E01027955
320206709,1,2,2,2,74,10,3,0,0,1,0,0,9,1,3,E01027955
320206709,2,3,1,1,48,8,3,0,0,0,0,0,19,2,4,E01026183
361121431,1,1,1,2,39,7,3,0,0,0,0,0,9,3,4,E01026636
10323653,1,1,1,1,30,6,3,0,0,0,0,0,9,1,5,E01000240
101035620,2,1,1,1,16,4,2,0,0,0,0,0,2,-1,-1,-1
548753821,1,1,3,1,21,5,3,10,9,0,0,0,0,1,3,E01032115
10320130,1,1,1,1,49,8,3,0,0,0,0,0,9,1,3,E01003096
531099333,1,1,3,2,11,3,2,5,1,0,0,0,0,3,9,E01022370
161031159,1,1,1,1,30,6,2,0,0,0,0,0,2,1,1,E01012841
061048885,2,1,1,1,35,6,3,0,0,0,0,0,1,-1,-1,-1
991030468,2,1,1,2,47,8,3,0,0,0,0,0,1,3,6,-1
10324723,2,1,1,1,52,8,3,0,0,0,0,0,9,1,2,E01003832
371064667,2,1,1,1,62,9,2,0,0,0,0,0,1,1,3,E01030025
201059188,1,1,3,1,30,6,3,6,9,0,0,0,0,1,2,E01010106
332100971,1,1,3,1,28,6,3,9,5,0,0,0,0,3,9,E01013797
10310117,2,1,1,1,23,5,3,0,0,0,0,0,3,1,2,E01003988
201073940,2,1,1,2,42,7,3,0,0,0,0,0,9,1,3,E01009831
10317627,1,1,3,2,52,8,3,4,3,0,0,0,0,1,9,E01003360
10322637,1,1,3,1,12,3,3,5,3,0,0,0,0,1,7,E01000183
10303177,1,1,1,2,32,6,3,0,0,0,0,0,9,1,3,E01001805
351065623,2,1,1,1,18,4,3,0,0,0,0,0,1,3,7,E01018057
061054136,2,1,1,1,26,6,3,0,0,0,0,0,1,1,1,E01012403
061126534,1,1,2,1,15,3,2,0,0,0,0,0,3,-1,-1,-1
543842821,2,1,1,2,38,7,3,0,0,0,0,0,9,1,9,E01032112
